교습형태,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
교습소명,교습소주소,분야구분,교습계열,교습과정,2016(1),2016(2),2016(3),2016(4),2016(5),2016(6),2016(7),2016(8),2016(9),2016(10),2016(11),2016(12),2017(1),2017(2),2017(3),2017(4),2017(5),2017(6),2017(7),2017(8),2017(9),2017(10),2017(11),2017(12),2018(1),2018(2),2018(3),2018(4),2018(5),2018(6),2018(7),2018(8),2018(9),2018(10),2018(11),2018(12)
화가마을미술교습소,"서울특별시 동작구 성대로1가길 30 , 1층 일부 (상도동)",예능(대),예능(중),미술," 4,878,000 "," 3,395,000 "," 4,708,000 "," 4,245,000 "," 4,070,000 "," 4,751,000 "," 4,550,000 "," 659,000 "," 786,000 "," 5,032,000 "," 5,929,000 "," 1,741,000 "," 3,176,000 "," 2,029,000 "," 3,123,000 "," 4,016,000 "," 3,153,000 "," 933,000 "," 1,941,000 "," 6,106,000 "," 4,372,000 "," 3,261,000 "," 3,127,000 "," 4,668,000 "," 4,441,000 "," 2,224,000 "," 440,000 "," 6,486,000 "," 385,000 "," 2,922,000 "," 4,054,000 "," 5,694,000 "," 2,669,000 "," 1,706,000 "," 2,437,000 "," 3,662,000 "
화가마을미술교습소,"서울특별시 동작구 성대로1가길 30 , 1층 일부 (상도동)",예능(대),예능(중),미술," 4,966,000 "," 4,950,000 "," 1,827,000 "," 1,825,000 "," 6,830,000 "," 1,424,000 "," 2,671,000 "," 2,687,000 "," 1,688,000 "," 1,226,000 "," 5,975,000 "," 3,958,000 "," 6,710,000 "," 6,280,000 "," 2,086,000 "," 4,439,000 "," 5,085,000 "," 3,582,000 "," 390,000 "," 3,137,000 "," 4,127,000 "," 1,321,000 "," 5,547,000 "," 1,413,000 "," 418,000 "," 6,577,000 "," 6,733,000 "," 6,939,000 "," 4,200,000 "," 6,941,000 "," 6,924,000 "," 2,321,000 "," 2,209,000 "," 1,921,000 "," 2,936,000 "," 2,989,000 "
화가마을미술교습소,"서울특별시 동작구 성대로1가길 30 , 1층 일부 (상도동)",예능(대),예능(중),미술," 3,424,000 "," 6,757,000 "," 2,646,000 "," 699,000 "," 1,516,000 "," 2,167,000 "," 6,410,000 "," 1,535,000 "," 2,217,000 "," 1,908,000 "," 5,644,000 "," 2,605,000 "," 1,472,000 "," 128,000 "," 513,000 "," 6,700,000 "," 4,855,000 "," 5,146,000 "," 374,000 "," 4,786,000 "," 5,521,000 "," 5,755,000 "," 3,117,000 "," 118,000 "," 1,564,000 "," 5,645,000 "," 2,969,000 "," 897,000 "," 5,749,000 "," 1,844,000 "," 5,200,000 "," 2,300,000 "," 3,943,000 "," 1,666,000 "," 5,887,000 "," 1,011,000 "
화가마을미술교습소,"서울특별시 동작구 성대로1가길 30 , 1층 일부 (상도동)",예능(대),예능(중),미술," 1,526,000 "," 6,285,000 "," 6,547,000 "," 3,383,000 "," 6,418,000 "," 5,320,000 "," 1,659,000 "," 4,328,000 "," 6,240,000 "," 4,967,000 "," 5,338,000 "," 3,795,000 "," 1,426,000 "," 5,344,000 "," 1,363,000 "," 4,389,000 "," 2,739,000 "," 665,000 "," 1,058,000 "," 6,661,000 "," 3,303,000 "," 3,219,000 "," 1,874,000 "," 3,043,000 "," 3,081,000 "," 1,946,000 "," 5,626,000 "," 4,525,000 "," 3,178,000 "," 2,691,000 "," 822,000 "," 1,219,000 "," 4,965,000 "," 3,794,000 "," 5,653,000 "," 1,698,000 "
영재들의미술상자상도미술교습소,"서울특별시 동작구 상도로 346-1 , 상도엠코타운 센트럴파크 상가1동 208호 일부 (상도동,상도 엠코타운 센트럴파크)",예능(대),예능(중),음악," 3,878,000 "," 5,583,000 "," 5,892,000 "," 1,983,000 "," 4,374,000 "," 536,000 "," 2,594,000 "," 6,134,000 "," 865,000 "," 4,719,000 "," 2,474,000 "," 494,000 "," 6,086,000 "," 4,258,000 "," 5,652,000 "," 5,173,000 "," 3,445,000 "," 6,539,000 "," 3,072,000 "," 3,370,000 "," 243,000 "," 193,000 "," 3,118,000 "," 265,000 "," 4,113,000 "," 1,984,000 "," 2,808,000 "," 5,561,000 "," 389,000 "," 4,796,000 "," 6,186,000 "," 5,760,000 "," 5,089,000 "," 5,271,000 "," 4,693,000 "," 4,299,000 "
영재들의미술상자상도미술교습소,"서울특별시 동작구 상도로 346-1 , 상도엠코타운 센트럴파크 상가1동 208호 일부 (상도동,상도 엠코타운 센트럴파크)",예능(대),예능(중),음악," 790,000 "," 6,194,000 "," 5,081,000 "," 5,218,000 "," 1,363,000 "," 5,854,000 "," 1,971,000 "," 5,009,000 "," 5,784,000 "," 397,000 "," 774,000 "," 1,581,000 "," 4,719,000 "," 1,982,000 "," 4,598,000 "," 4,821,000 "," 3,214,000 "," 2,248,000 "," 4,053,000 "," 4,410,000 "," 2,678,000 "," 4,496,000 "," 2,431,000 "," 944,000 "," 5,005,000 "," 200,000 "," 1,540,000 "," 5,503,000 "," 959,000 "," 3,124,000 "," 4,350,000 "," 6,744,000 "," 450,000 "," 369,000 "," 4,219,000 "," 3,357,000 "
영재들의미술상자상도미술교습소,"서울특별시 동작구 상도로 346-1 , 상도엠코타운 센트럴파크 상가1동 208호 일부 (상도동,상도 엠코타운 센트럴파크)",예능(대),예능(중),음악," 1,979,000 "," 1,170,000 "," 5,628,000 "," 4,932,000 "," 5,323,000 "," 5,082,000 "," 2,255,000 "," 579,000 "," 1,242,000 "," 1,314,000 "," 6,525,000 "," 6,222,000 "," 6,866,000 "," 2,943,000 "," 6,171,000 "," 6,229,000 "," 1,545,000 "," 5,171,000 "," 1,884,000 "," 4,594,000 "," 4,550,000 "," 6,530,000 "," 6,570,000 "," 610,000 "," 4,727,000 "," 3,804,000 "," 4,308,000 "," 3,572,000 "," 5,914,000 "," 6,320,000 "," 3,982,000 "," 2,893,000 "," 1,513,000 "," 2,068,000 "," 4,518,000 "," 169,000 "
영재들의미술상자상도미술교습소,"서울특별시 동작구 상도로 346-1 , 상도엠코타운 센트럴파크 상가1동 208호 일부 (상도동,상도 엠코타운 센트럴파크)",예능(대),예능(중),음악," 2,840,000 "," 951,000 "," 6,555,000 "," 2,961,000 "," 1,089,000 "," 721,000 "," 6,642,000 "," 3,544,000 "," 318,000 "," 2,234,000 "," 2,270,000 "," 3,355,000 "," 5,640,000 "," 4,720,000 "," 6,036,000 "," 5,489,000 "," 3,059,000 "," 3,498,000 "," 3,700,000 "," 5,667,000 "," 5,251,000 "," 2,058,000 "," 411,000 "," 640,000 "," 5,929,000 "," 5,531,000 "," 888,000 "," 2,114,000 "," 5,779,000 "," 2,856,000 "," 3,920,000 "," 5,628,000 "," 3,435,000 "," 5,227,000 "," 2,798,000 "," 5,080,000 "
조아좋아이젠수학교습소,"서울특별시 관악구 조원로 68 , 3층 (신림동)",입시.검정 및 보습,보통교과,보습," 6,257,000 "," 6,637,000 "," 6,872,000 "," 3,318,000 "," 6,444,000 "," 2,125,000 "," 2,779,000 "," 447,000 "," 168,000 "," 1,077,000 "," 4,692,000 "," 5,435,000 "," 457,000 "," 464,000 "," 1,272,000 "," 1,422,000 "," 6,933,000 "," 1,292,000 "," 1,377,000 "," 171,000 "," 3,302,000 "," 6,559,000 "," 1,687,000 "," 2,667,000 "," 2,960,000 "," 2,790,000 "," 3,821,000 "," 2,247,000 "," 1,882,000 "," 4,511,000 "," 4,251,000 "," 4,647,000 "," 231,000 "," 2,726,000 "," 5,581,000 "," 4,141,000 "
조아좋아이젠수학교습소,"서울특별시 관악구 조원로 68 , 3층 (신림동)",입시.검정 및 보습,보통교과,보습," 4,318,000 "," 5,830,000 "," 4,732,000 "," 6,370,000 "," 2,065,000 "," 6,930,000 "," 3,269,000 "," 6,031,000 "," 1,236,000 "," 6,705,000 "," 2,796,000 "," 2,345,000 "," 6,190,000 "," 2,778,000 "," 6,622,000 "," 5,624,000 "," 3,463,000 "," 1,211,000 "," 2,145,000 "," 4,088,000 "," 2,941,000 "," 1,803,000 "," 2,956,000 "," 3,729,000 "," 6,794,000 "," 6,383,000 "," 362,000 "," 1,988,000 "," 1,863,000 "," 429,000 "," 5,060,000 "," 3,319,000 "," 4,179,000 "," 6,117,000 "," 4,473,000 "," 131,000 "
조아좋아이젠수학교습소,"서울특별시 관악구 조원로 68 , 3층 (신림동)",입시.검정 및 보습,보통교과,보습," 6,677,000 "," 3,349,000 "," 4,112,000 "," 3,546,000 "," 4,389,000 "," 408,000 "," 6,757,000 "," 6,225,000 "," 3,346,000 "," 4,799,000 "," 5,418,000 "," 6,969,000 "," 5,543,000 "," 3,494,000 "," 6,443,000 "," 2,205,000 "," 4,608,000 "," 3,342,000 "," 406,000 "," 2,443,000 "," 4,873,000 "," 5,680,000 "," 4,364,000 "," 5,823,000 "," 3,837,000 "," 2,671,000 "," 5,696,000 "," 6,567,000 "," 3,487,000 "," 2,485,000 "," 3,859,000 "," 2,599,000 "," 6,071,000 "," 5,359,000 "," 2,406,000 "," 2,403,000 "
아트크레숑미술교습소,"서울특별시 동작구 상도로62길 61 , 201호 (상도동,성심빌딩)",예능(대),예능(중),미술," 5,735,000 "," 4,746,000 "," 5,463,000 "," 2,964,000 "," 1,387,000 "," 2,321,000 "," 6,360,000 "," 2,016,000 "," 3,877,000 "," 4,883,000 "," 2,924,000 "," 903,000 "," 2,008,000 "," 6,854,000 "," 5,519,000 "," 1,348,000 "," 5,881,000 "," 5,725,000 "," 6,977,000 "," 772,000 "," 5,606,000 "," 2,375,000 "," 2,578,000 "," 2,028,000 "," 354,000 "," 5,462,000 "," 2,649,000 "," 642,000 "," 1,936,000 "," 3,186,000 "," 2,131,000 "," 5,862,000 "," 4,723,000 "," 2,234,000 "," 2,666,000 "," 6,777,000 "
아트크레숑미술교습소,"서울특별시 동작구 상도로62길 61 , 201호 (상도동,성심빌딩)",예능(대),예능(중),미술," 5,155,000 "," 6,868,000 "," 3,093,000 "," 4,048,000 "," 4,235,000 "," 1,510,000 "," 6,046,000 "," 6,263,000 "," 2,632,000 "," 6,029,000 "," 3,887,000 "," 1,045,000 "," 3,646,000 "," 6,729,000 "," 1,472,000 "," 2,155,000 "," 5,129,000 "," 2,088,000 "," 3,794,000 "," 1,124,000 "," 6,987,000 "," 1,566,000 "," 3,600,000 "," 1,963,000 "," 4,538,000 "," 3,202,000 "," 6,164,000 "," 6,196,000 "," 5,017,000 "," 5,665,000 "," 1,949,000 "," 6,335,000 "," 1,987,000 "," 2,302,000 "," 878,000 "," 4,627,000 "
아트크레숑미술교습소,"서울특별시 동작구 상도로62길 61 , 201호 (상도동,성심빌딩)",예능(대),예능(중),미술," 1,118,000 "," 4,793,000 "," 6,304,000 "," 5,544,000 "," 6,490,000 "," 2,655,000 "," 4,280,000 "," 4,481,000 "," 2,865,000 "," 5,849,000 "," 4,326,000 "," 5,839,000 "," 5,052,000 "," 3,165,000 "," 2,321,000 "," 2,794,000 "," 117,000 "," 1,977,000 "," 2,699,000 "," 3,256,000 "," 5,847,000 "," 4,045,000 "," 297,000 "," 979,000 "," 3,037,000 "," 4,133,000 "," 5,565,000 "," 5,523,000 "," 3,257,000 "," 4,510,000 "," 1,705,000 "," 3,074,000 "," 4,025,000 "," 4,791,000 "," 2,944,000 "," 3,633,000 "
아트크레숑미술교습소,"서울특별시 동작구 상도로62길 61 , 201호 (상도동,성심빌딩)",예능(대),예능(중),미술," 4,175,000 "," 345,000 "," 5,570,000 "," 1,140,000 "," 2,676,000 "," 6,835,000 "," 2,476,000 "," 6,991,000 "," 4,159,000 "," 6,031,000 "," 1,505,000 "," 1,852,000 "," 1,897,000 "," 354,000 "," 898,000 "," 3,654,000 "," 3,854,000 "," 1,586,000 "," 466,000 "," 902,000 "," 5,733,000 "," 6,531,000 "," 2,769,000 "," 4,544,000 "," 5,704,000 "," 5,468,000 "," 5,954,000 "," 4,445,000 "," 383,000 "," 178,000 "," 1,595,000 "," 4,693,000 "," 1,033,000 "," 4,106,000 "," 3,678,000 "," 3,777,000 "
아트크레숑미술교습소,"서울특별시 동작구 상도로62길 61 , 201호 (상도동,성심빌딩)",예능(대),예능(중),미술," 2,365,000 "," 1,289,000 "," 2,768,000 "," 3,121,000 "," 6,166,000 "," 5,847,000 "," 4,167,000 "," 4,546,000 "," 2,500,000 "," 1,662,000 "," 1,127,000 "," 3,692,000 "," 589,000 "," 4,288,000 "," 4,447,000 "," 1,144,000 "," 3,204,000 "," 2,611,000 "," 181,000 "," 5,575,000 "," 3,463,000 "," 3,521,000 "," 1,116,000 "," 4,010,000 "," 601,000 "," 4,130,000 "," 6,975,000 "," 3,529,000 "," 4,916,000 "," 3,526,000 "," 4,722,000 "," 2,144,000 "," 6,075,000 "," 4,420,000 "," 1,995,000 "," 3,931,000 "
아트크레숑미술교습소,"서울특별시 동작구 상도로62길 61 , 201호 (상도동,성심빌딩)",예능(대),예능(중),미술," 4,091,000 "," 406,000 "," 3,649,000 "," 6,843,000 "," 6,169,000 "," 6,787,000 "," 3,134,000 "," 5,582,000 "," 2,901,000 "," 4,425,000 "," 2,718,000 "," 3,608,000 "," 1,438,000 "," 4,942,000 "," 1,576,000 "," 1,095,000 "," 700,000 "," 3,628,000 "," 4,103,000 "," 6,746,000 "," 940,000 "," 5,400,000 "," 5,107,000 "," 3,915,000 "," 5,403,000 "," 6,981,000 "," 3,374,000 "," 5,500,000 "," 6,706,000 "," 4,029,000 "," 3,888,000 "," 2,811,000 "," 6,236,000 "," 1,634,000 "," 1,186,000 "," 3,503,000 "
나눔수학교습소,"서울특별시 관악구 보라매로2길 28 , 1층 (봉천동)",입시.검정 및 보습,보통교과,보습," 1,410,000 "," 954,000 "," 1,856,000 "," 1,519,000 "," 3,228,000 "," 4,409,000 "," 5,431,000 "," 2,584,000 "," 3,762,000 "," 5,480,000 "," 4,727,000 "," 6,389,000 "," 659,000 "," 4,624,000 "," 3,040,000 "," 175,000 "," 315,000 "," 1,199,000 "," 2,244,000 "," 3,834,000 "," 3,719,000 "," 3,930,000 "," 4,855,000 "," 6,527,000 "," 3,977,000 "," 962,000 "," 1,309,000 "," 1,493,000 "," 1,653,000 "," 4,553,000 "," 3,897,000 "," 2,562,000 "," 1,330,000 "," 2,569,000 "," 5,437,000 "," 582,000 "
나눔수학교습소,"서울특별시 관악구 보라매로2길 28 , 1층 (봉천동)",입시.검정 및 보습,보통교과,보습," 3,252,000 "," 1,571,000 "," 6,275,000 "," 5,833,000 "," 4,943,000 "," 540,000 "," 4,274,000 "," 5,788,000 "," 1,811,000 "," 5,448,000 "," 5,646,000 "," 160,000 "," 6,375,000 "," 1,214,000 "," 4,914,000 "," 4,087,000 "," 1,206,000 "," 2,143,000 "," 3,476,000 "," 2,341,000 "," 1,579,000 "," 3,748,000 "," 1,692,000 "," 2,718,000 "," 1,063,000 "," 2,872,000 "," 5,858,000 "," 6,634,000 "," 5,429,000 "," 6,363,000 "," 4,636,000 "," 5,270,000 "," 6,799,000 "," 2,704,000 "," 4,244,000 "," 5,535,000 "
몬터레이잉글리쉬카운티영어교습소,"서울특별시 동작구 장승배기로 42 , 2층 (상도동)",입시.검정 및 보습,보통교과,보습," 5,393,000 "," 6,066,000 "," 6,878,000 "," 6,164,000 "," 899,000 "," 5,677,000 "," 5,952,000 "," 473,000 "," 2,608,000 "," 4,519,000 "," 1,369,000 "," 6,141,000 "," 4,761,000 "," 1,397,000 "," 2,439,000 "," 4,230,000 "," 4,406,000 "," 4,283,000 "," 6,470,000 "," 838,000 "," 3,361,000 "," 767,000 "," 2,986,000 "," 2,586,000 "," 2,105,000 "," 1,659,000 "," 3,692,000 "," 4,819,000 "," 809,000 "," 909,000 "," 213,000 "," 5,378,000 "," 1,364,000 "," 6,630,000 "," 2,662,000 "," 4,107,000 "
몬터레이잉글리쉬카운티영어교습소,"서울특별시 동작구 장승배기로 42 , 2층 (상도동)",입시.검정 및 보습,보통교과,보습," 1,889,000 "," 577,000 "," 2,491,000 "," 3,708,000 "," 1,682,000 "," 3,934,000 "," 380,000 "," 1,390,000 "," 3,013,000 "," 1,505,000 "," 5,971,000 "," 326,000 "," 330,000 "," 3,325,000 "," 5,238,000 "," 622,000 "," 4,775,000 "," 6,338,000 "," 4,389,000 "," 2,762,000 "," 1,744,000 "," 3,561,000 "," 5,605,000 "," 334,000 "," 6,884,000 "," 1,923,000 "," 1,612,000 "," 2,820,000 "," 5,951,000 "," 5,619,000 "," 4,701,000 "," 3,206,000 "," 387,000 "," 3,341,000 "," 1,464,000 "," 3,049,000 "
몬터레이잉글리쉬카운티영어교습소,"서울특별시 동작구 장승배기로 42 , 2층 (상도동)",입시.검정 및 보습,보통교과,보습," 3,705,000 "," 6,371,000 "," 3,892,000 "," 2,510,000 "," 658,000 "," 6,367,000 "," 5,062,000 "," 587,000 "," 5,665,000 "," 922,000 "," 2,567,000 "," 3,307,000 "," 2,929,000 "," 5,077,000 "," 3,889,000 "," 3,569,000 "," 1,589,000 "," 2,612,000 "," 6,662,000 "," 3,506,000 "," 4,715,000 "," 4,181,000 "," 970,000 "," 2,054,000 "," 2,707,000 "," 2,869,000 "," 1,242,000 "," 3,488,000 "," 718,000 "," 3,353,000 "," 2,915,000 "," 2,585,000 "," 3,345,000 "," 497,000 "," 4,942,000 "," 1,845,000 "
이해심있는마샘영어교습소,"서울특별시 관악구 난곡로 227-1 , 3층 (신림동)",입시.검정 및 보습,보통교과,보습," 5,168,000 "," 113,000 "," 6,336,000 "," 2,941,000 "," 2,935,000 "," 5,513,000 "," 3,980,000 "," 1,603,000 "," 5,376,000 "," 5,052,000 "," 2,157,000 "," 3,927,000 "," 4,394,000 "," 4,814,000 "," 3,721,000 "," 1,317,000 "," 5,900,000 "," 1,198,000 "," 4,766,000 "," 6,018,000 "," 3,372,000 "," 146,000 "," 944,000 "," 6,477,000 "," 745,000 "," 3,469,000 "," 4,792,000 "," 6,489,000 "," 1,217,000 "," 1,453,000 "," 1,991,000 "," 5,252,000 "," 266,000 "," 2,790,000 "," 560,000 "," 1,382,000 "
이해심있는마샘영어교습소,"서울특별시 관악구 난곡로 227-1 , 3층 (신림동)",입시.검정 및 보습,보통교과,보습," 4,909,000 "," 1,839,000 "," 5,421,000 "," 3,496,000 "," 1,452,000 "," 6,575,000 "," 3,435,000 "," 1,453,000 "," 5,480,000 "," 5,032,000 "," 1,626,000 "," 5,658,000 "," 4,753,000 "," 765,000 "," 3,827,000 "," 1,587,000 "," 2,675,000 "," 1,971,000 "," 3,026,000 "," 3,201,000 "," 5,698,000 "," 6,055,000 "," 5,587,000 "," 4,207,000 "," 4,607,000 "," 4,806,000 "," 4,513,000 "," 346,000 "," 2,576,000 "," 1,139,000 "," 5,856,000 "," 6,373,000 "," 107,000 "," 6,156,000 "," 945,000 "," 5,306,000 "
이해심있는마샘영어교습소,"서울특별시 관악구 난곡로 227-1 , 3층 (신림동)",입시.검정 및 보습,보통교과,보습," 6,923,000 "," 4,257,000 "," 6,566,000 "," 782,000 "," 6,238,000 "," 5,304,000 "," 5,798,000 "," 5,719,000 "," 1,054,000 "," 3,094,000 "," 717,000 "," 480,000 "," 170,000 "," 3,233,000 "," 1,053,000 "," 2,906,000 "," 114,000 "," 4,638,000 "," 1,326,000 "," 673,000 "," 1,728,000 "," 3,354,000 "," 4,878,000 "," 5,834,000 "," 5,462,000 "," 5,055,000 "," 2,833,000 "," 5,460,000 "," 4,908,000 "," 3,309,000 "," 2,673,000 "," 6,604,000 "," 1,304,000 "," 5,767,000 "," 2,703,000 "," 5,905,000 "
이해심있는마샘영어교습소,"서울특별시 관악구 난곡로 227-1 , 3층 (신림동)",입시.검정 및 보습,보통교과,보습," 4,550,000 "," 2,774,000 "," 5,859,000 "," 841,000 "," 6,358,000 "," 2,864,000 "," 4,973,000 "," 2,304,000 "," 2,607,000 "," 3,711,000 "," 5,682,000 "," 2,777,000 "," 146,000 "," 3,119,000 "," 4,034,000 "," 6,500,000 "," 5,475,000 "," 1,069,000 "," 2,565,000 "," 5,046,000 "," 2,257,000 "," 2,991,000 "," 6,824,000 "," 938,000 "," 4,412,000 "," 6,989,000 "," 4,595,000 "," 2,843,000 "," 5,414,000 "," 3,133,000 "," 1,727,000 "," 1,243,000 "," 6,599,000 "," 6,436,000 "," 5,449,000 "," 1,699,000 "
중앙음악교습소,"서울특별시 동작구 성대로29길 79 , 1층 일부 (상도동,대광빌딩)",예능(대),예능(중),음악," 6,723,000 "," 2,352,000 "," 640,000 "," 1,437,000 "," 5,462,000 "," 906,000 "," 1,181,000 "," 6,854,000 "," 4,521,000 "," 3,849,000 "," 279,000 "," 4,234,000 "," 4,932,000 "," 6,939,000 "," 2,879,000 "," 3,461,000 "," 6,974,000 "," 3,954,000 "," 5,598,000 "," 5,749,000 "," 6,153,000 "," 2,999,000 "," 3,585,000 "," 1,820,000 "," 6,423,000 "," 3,727,000 "," 6,875,000 "," 6,028,000 "," 1,507,000 "," 2,272,000 "," 3,060,000 "," 1,235,000 "," 4,052,000 "," 6,747,000 "," 2,885,000 "," 1,422,000 "
중앙음악교습소,"서울특별시 동작구 성대로29길 79 , 1층 일부 (상도동,대광빌딩)",예능(대),예능(중),음악," 1,627,000 "," 2,276,000 "," 4,741,000 "," 957,000 "," 6,995,000 "," 1,867,000 "," 2,621,000 "," 3,144,000 "," 3,452,000 "," 2,266,000 "," 4,699,000 "," 3,481,000 "," 2,863,000 "," 5,391,000 "," 3,323,000 "," 1,638,000 "," 1,618,000 "," 4,534,000 "," 179,000 "," 6,888,000 "," 5,141,000 "," 5,293,000 "," 4,958,000 "," 3,794,000 "," 1,897,000 "," 3,257,000 "," 931,000 "," 3,549,000 "," 6,255,000 "," 4,483,000 "," 6,365,000 "," 4,885,000 "," 5,435,000 "," 6,091,000 "," 3,413,000 "," 548,000 "
중앙음악교습소,"서울특별시 동작구 성대로29길 79 , 1층 일부 (상도동,대광빌딩)",예능(대),예능(중),음악," 4,041,000 "," 5,429,000 "," 6,535,000 "," 5,250,000 "," 3,362,000 "," 1,643,000 "," 299,000 "," 236,000 "," 1,083,000 "," 833,000 "," 2,231,000 "," 2,906,000 "," 5,357,000 "," 6,587,000 "," 1,598,000 "," 1,503,000 "," 3,054,000 "," 4,115,000 "," 5,897,000 "," 436,000 "," 4,636,000 "," 3,587,000 "," 411,000 "," 714,000 "," 5,799,000 "," 142,000 "," 3,345,000 "," 971,000 "," 5,735,000 "," 2,691,000 "," 4,057,000 "," 5,732,000 "," 4,534,000 "," 6,413,000 "," 4,395,000 "," 246,000 "
중앙음악교습소,"서울특별시 동작구 성대로29길 79 , 1층 일부 (상도동,대광빌딩)",예능(대),예능(중),음악," 5,700,000 "," 6,837,000 "," 4,423,000 "," 3,755,000 "," 5,444,000 "," 2,408,000 "," 3,917,000 "," 4,668,000 "," 4,742,000 "," 5,215,000 "," 2,303,000 "," 2,030,000 "," 849,000 "," 3,526,000 "," 2,677,000 "," 6,703,000 "," 5,505,000 "," 6,766,000 "," 820,000 "," 6,699,000 "," 6,755,000 "," 2,468,000 "," 4,860,000 "," 6,803,000 "," 5,081,000 "," 5,392,000 "," 4,024,000 "," 3,948,000 "," 6,855,000 "," 1,628,000 "," 2,021,000 "," 1,745,000 "," 4,283,000 "," 1,891,000 "," 1,800,000 "," 6,051,000 "
수학을부탁해수학교습소,"서울특별시 관악구 광신길 217 , 103호 (신림동)",입시.검정 및 보습,보통교과,보습," 910,000 "," 6,086,000 "," 2,713,000 "," 2,538,000 "," 3,885,000 "," 2,150,000 "," 6,158,000 "," 2,347,000 "," 4,812,000 "," 2,462,000 "," 2,229,000 "," 3,151,000 "," 2,199,000 "," 2,787,000 "," 2,127,000 "," 4,079,000 "," 6,021,000 "," 6,272,000 "," 974,000 "," 6,020,000 "," 1,841,000 "," 6,259,000 "," 3,844,000 "," 2,515,000 "," 475,000 "," 4,271,000 "," 6,355,000 "," 3,747,000 "," 1,994,000 "," 2,348,000 "," 4,022,000 "," 3,056,000 "," 325,000 "," 2,306,000 "," 388,000 "," 1,187,000 "
수학을부탁해수학교습소,"서울특별시 관악구 광신길 217 , 103호 (신림동)",입시.검정 및 보습,보통교과,보습," 1,237,000 "," 5,078,000 "," 1,214,000 "," 5,983,000 "," 2,422,000 "," 3,103,000 "," 5,711,000 "," 6,961,000 "," 6,614,000 "," 5,198,000 "," 3,687,000 "," 1,706,000 "," 142,000 "," 3,819,000 "," 6,265,000 "," 4,990,000 "," 2,608,000 "," 4,583,000 "," 2,232,000 "," 3,533,000 "," 670,000 "," 2,456,000 "," 5,703,000 "," 2,601,000 "," 2,013,000 "," 1,509,000 "," 1,586,000 "," 937,000 "," 5,048,000 "," 4,801,000 "," 3,039,000 "," 1,518,000 "," 5,526,000 "," 6,265,000 "," 1,982,000 "," 4,276,000 "
통통수학교습소,"서울특별시 동작구 동작대로29길 110 , 상가 305호 (사당동,신동아아파트)",입시.검정 및 보습,보통교과,보습," 670,000 "," 5,946,000 "," 5,129,000 "," 1,719,000 "," 5,111,000 "," 5,482,000 "," 6,041,000 "," 6,290,000 "," 4,897,000 "," 4,478,000 "," 2,412,000 "," 5,004,000 "," 3,290,000 "," 4,205,000 "," 5,908,000 "," 3,644,000 "," 495,000 "," 4,362,000 "," 2,880,000 "," 5,666,000 "," 5,446,000 "," 1,921,000 "," 419,000 "," 243,000 "," 1,375,000 "," 4,679,000 "," 5,874,000 "," 857,000 "," 5,516,000 "," 4,432,000 "," 4,639,000 "," 909,000 "," 2,988,000 "," 3,577,000 "," 1,221,000 "," 1,546,000 "
통통수학교습소,"서울특별시 동작구 동작대로29길 110 , 상가 305호 (사당동,신동아아파트)",입시.검정 및 보습,보통교과,보습," 6,517,000 "," 3,890,000 "," 3,019,000 "," 412,000 "," 2,837,000 "," 2,410,000 "," 4,845,000 "," 2,258,000 "," 2,284,000 "," 2,956,000 "," 5,706,000 "," 1,282,000 "," 1,201,000 "," 2,666,000 "," 2,832,000 "," 4,583,000 "," 1,652,000 "," 6,220,000 "," 4,276,000 "," 6,164,000 "," 5,504,000 "," 572,000 "," 3,517,000 "," 5,769,000 "," 1,371,000 "," 3,055,000 "," 6,500,000 "," 2,584,000 "," 5,989,000 "," 5,491,000 "," 1,396,000 "," 1,850,000 "," 3,317,000 "," 4,122,000 "," 3,048,000 "," 3,788,000 "
통통수학교습소,"서울특별시 동작구 동작대로29길 110 , 상가 305호 (사당동,신동아아파트)",입시.검정 및 보습,보통교과,보습," 1,815,000 "," 5,103,000 "," 1,816,000 "," 1,237,000 "," 2,265,000 "," 211,000 "," 5,815,000 "," 6,247,000 "," 6,912,000 "," 3,065,000 "," 5,398,000 "," 4,915,000 "," 6,937,000 "," 3,600,000 "," 4,485,000 "," 6,621,000 "," 2,507,000 "," 3,920,000 "," 303,000 "," 4,453,000 "," 2,216,000 "," 2,819,000 "," 559,000 "," 1,968,000 "," 1,453,000 "," 4,626,000 "," 3,659,000 "," 6,351,000 "," 2,413,000 "," 2,307,000 "," 2,087,000 "," 4,563,000 "," 4,826,000 "," 805,000 "," 2,192,000 "," 2,149,000 "
스튜디오슬미술교습소,"서울특별시 동작구 양녕로 248 (상도1동,두성빌딩)",예능(대),예능(중),미술," 6,264,000 "," 5,422,000 "," 3,971,000 "," 3,800,000 "," 5,426,000 "," 427,000 "," 1,722,000 "," 4,057,000 "," 2,789,000 "," 4,140,000 "," 1,810,000 "," 5,105,000 "," 6,327,000 "," 5,637,000 "," 3,527,000 "," 3,664,000 "," 1,210,000 "," 4,991,000 "," 693,000 "," 4,393,000 "," 6,493,000 "," 6,664,000 "," 4,585,000 "," 2,337,000 "," 1,805,000 "," 5,119,000 "," 1,343,000 "," 3,059,000 "," 295,000 "," 6,156,000 "," 6,767,000 "," 2,939,000 "," 3,932,000 "," 5,684,000 "," 3,455,000 "," 4,021,000 "
